zipcode,sortcode,carrier,service,max_weight,shipper_id,options.injectionName,options.injectionAddress.address1,options.injectionAddress.city,options.injectionAddress.state,options.injectionAddress.zip,options.injectionAddress.country
79005,,LSO,Ground,2400,,,,,,,
79007,,LSO,Ground,2400,,,,,,,
79008,,LSO,Ground,2400,,,,,,,
79009,,LSO,Ground,2400,,,,,,,
79010,,LSO,Ground,2400,,,,,,,
79011,,LSO,Ground,2400,,,,,,,
79012,,LSO,Ground,2400,,,,,,,
79013,,LSO,Ground,2400,,,,,,,
79014,,LSO,Ground,2400,,,,,,,
79015,,LSO,Ecom,2400,,,,,,,
79016,,LSO,Ground,2400,,,,,,,
79018,,LSO,Ground,2400,,,,,,,
79019,,LSO,Ground,2400,,,,,,,
79021,,LSO,Ground,2400,,,,,,,
79022,,LSO,Ground,2400,,,,,,,
79024,,LSO,Ground,2400,,,,,,,
79025,,LSO,Ground,2400,,,,,,,
79027,,LSO,Ground,2400,,,,,,,
79029,,LSO,Ground,2400,,,,,,,
79031,,LSO,Ground,2400,,,,,,,
79032,,LSO,Ground,2400,,,,,,,
79033,,LSO,Ground,2400,,,,,,,
79034,,LSO,Ground,2400,,,,,,,
79035,,LSO,Ground,2400,,,,,,,
79036,,LSO,Ground,2400,,,,,,,
79039,,LSO,Ground,2400,,,,,,,
79040,,LSO,Ground,2400,,,,,,,
79041,,LSO,Ground,2400,,,,,,,
79042,,LSO,Ground,2400,,,,,,,
79043,,LSO,Ground,2400,,,,,,,
79044,,LSO,Ground,2400,,,,,,,
79045,,LSO,Ground,2400,,,,,,,
79046,,LSO,Ground,2400,,,,,,,
79048,,LSO,Ground,2400,,,,,,,
79051,,LSO,Ground,2400,,,,,,,
79052,,LSO,Ground,2400,,,,,,,
79053,,LSO,Ground,2400,,,,,,,
79054,,LSO,Ground,2400,,,,,,,
79056,,LSO,Ground,2400,,,,,,,
79057,,LSO,Ground,2400,,,,,,,
79058,,LSO,Ground,2400,,,,,,,
79059,,LSO,Ground,2400,,,,,,,
79061,,LSO,Ground,2400,,,,,,,
79062,,LSO,Ground,2400,,,,,,,
79063,,LSO,Ground,2400,,,,,,,
79064,,LSO,Ground,2400,,,,,,,
79065,,LSO,Ground,2400,,,,,,,
79066,,LSO,Ground,2400,,,,,,,
79068,,LSO,Ground,2400,,,,,,,
79070,,LSO,Ground,2400,,,,,,,
79072,,LSO,Ground,2400,,,,,,,
79073,,LSO,Ground,2400,,,,,,,
79077,,LSO,Ground,2400,,,,,,,
79078,,LSO,Ground,2400,,,,,,,
79079,,LSO,Ground,2400,,,,,,,
79080,,LSO,Ground,2400,,,,,,,
79081,,LSO,Ground,2400,,,,,,,
79082,,LSO,Ground,2400,,,,,,,
79083,,LSO,Ground,2400,,,,,,,
79084,,LSO,Ground,2400,,,,,,,
79085,,LSO,Ground,2400,,,,,,,
79086,,LSO,Ground,2400,,,,,,,
79087,,LSO,Ground,2400,,,,,,,
79088,,LSO,Ground,2400,,,,,,,
79091,,LSO,Ground,2400,,,,,,,
79092,,LSO,Ground,2400,,,,,,,
79093,,LSO,Ground,2400,,,,,,,
79094,,LSO,Ground,2400,,,,,,,
79095,,LSO,Ground,2400,,,,,,,
79096,,LSO,Ground,2400,,,,,,,
79097,,LSO,Ground,2400,,,,,,,
79098,,LSO,Ground,2400,,,,,,,
79101,,LSO,Ecom,2400,,,,,,,
79102,,LSO,Ecom,2400,,,,,,,
79103,,LSO,Ecom,2400,,,,,,,
79104,,LSO,Ecom,2400,,,,,,,
79105,,LSO,Ground,2400,,,,,,,
79106,,LSO,Ecom,2400,,,,,,,
79107,,LSO,Ecom,2400,,,,,,,
79108,,LSO,Ecom,2400,,,,,,,
79109,,LSO,Ecom,2400,,,,,,,
79110,,LSO,Ecom,2400,,,,,,,
79111,,LSO,Ground,2400,,,,,,,
79112,,LSO,Ground,2400,,,,,,,
79113,,LSO,Ground,2400,,,,,,,
79114,,LSO,Ground,2400,,,,,,,
79116,,LSO,Ground,2400,,,,,,,
79117,,LSO,Ground,2400,,,,,,,
79118,,LSO,Ecom,2400,,,,,,,
79119,,LSO,Ecom,2400,,,,,,,
79120,,LSO,Ground,2400,,,,,,,
79121,,LSO,Ecom,2400,,,,,,,
79122,,LSO,Ground,2400,,,,,,,
79123,,LSO,Ground,2400,,,,,,,
79124,,LSO,Ecom,2400,,,,,,,
79126,,LSO,Ground,2400,,,,,,,
79127,,LSO,Ground,2400,,,,,,,
79159,,LSO,Ground,2400,,,,,,,
79160,,LSO,Ground,2400,,,,,,,
79166,,LSO,Ground,2400,,,,,,,
79168,,LSO,Ground,2400,,,,,,,
79172,,LSO,Ground,2400,,,,,,,
79174,,LSO,Ground,2400,,,,,,,
79178,,LSO,Ground,2400,,,,,,,
79185,,LSO,Ground,2400,,,,,,,
79187,,LSO,Ground,2400,,,,,,,
79189,,LSO,Ground,2400,,,,,,,
79201,,LSO,Ground,2400,,,,,,,
79220,,LSO,Ground,2400,,,,,,,
79221,,LSO,Ground,2400,,,,,,,
79223,,LSO,Ground,2400,,,,,,,
79225,,LSO,Ground,2400,,,,,,,
79226,,LSO,Ground,2400,,,,,,,
79227,,LSO,Ground,2400,,,,,,,
79229,,LSO,Ground,2400,,,,,,,
79230,,LSO,Ground,2400,,,,,,,
79231,,LSO,Ground,2400,,,,,,,
79233,,LSO,Ground,2400,,,,,,,
79234,,LSO,Ground,2400,,,,,,,
79235,,LSO,Ground,2400,,,,,,,
79236,,LSO,Ground,2400,,,,,,,
79237,,LSO,Ground,2400,,,,,,,
79239,,LSO,Ground,2400,,,,,,,
79240,,LSO,Ground,2400,,,,,,,
79241,,LSO,Ground,2400,,,,,,,
79243,,LSO,Ground,2400,,,,,,,
79244,,LSO,Ground,2400,,,,,,,
79245,,LSO,Ground,2400,,,,,,,
79247,,LSO,Ground,2400,,,,,,,
79248,,LSO,Ground,2400,,,,,,,
79250,,LSO,Ground,2400,,,,,,,
79251,,LSO,Ground,2400,,,,,,,
79252,,LSO,Ground,2400,,,,,,,
79255,,LSO,Ground,2400,,,,,,,
79256,,LSO,Ground,2400,,,,,,,
79257,,LSO,Ground,2400,,,,,,,
79258,,LSO,Ground,2400,,,,,,,
79259,,LSO,Ground,2400,,,,,,,
79261,,LSO,Ground,2400,,,,,,,
79311,,LSO,Ground,2400,,,,,,,
79312,,LSO,Ground,2400,,,,,,,
79313,,LSO,Ground,2400,,,,,,,
79314,,LSO,Ground,2400,,,,,,,
79316,,LSO,Ground,2400,,,,,,,
79320,,LSO,Ground,2400,,,,,,,
79322,,LSO,Ground,2400,,,,,,,
79323,,LSO,Ground,2400,,,,,,,
79324,,LSO,Ground,2400,,,,,,,
79325,,LSO,Ground,2400,,,,,,,
79326,,LSO,Ground,2400,,,,,,,
79329,,LSO,Ground,2400,,,,,,,
79330,,LSO,Ground,2400,,,,,,,
79331,,LSO,Ground,2400,,,,,,,
79336,,LSO,Ground,2400,,,,,,,
79338,,LSO,Ground,2400,,,,,,,
79339,,LSO,Ground,2400,,,,,,,
79342,,LSO,Ground,2400,,,,,,,
79343,,LSO,Ground,2400,,,,,,,
79344,,LSO,Ground,2400,,,,,,,
79345,,LSO,Ground,2400,,,,,,,
79346,,LSO,Ground,2400,,,,,,,
79347,,LSO,Ground,2400,,,,,,,
79350,,LSO,Ground,2400,,,,,,,
79351,,LSO,Ground,2400,,,,,,,
79353,,LSO,Ground,2400,,,,,,,
79355,,LSO,Ground,2400,,,,,,,
79356,,LSO,Ground,2400,,,,,,,
79357,,LSO,Ground,2400,,,,,,,
79358,,LSO,Ground,2400,,,,,,,
79359,,LSO,Ground,2400,,,,,,,
79360,,LSO,Ground,2400,,,,,,,
79363,,LSO,Ground,2400,,,,,,,
79364,,LSO,Ground,2400,,,,,,,
79366,,LSO,Ground,2400,,,,,,,
79367,,LSO,Ground,2400,,,,,,,
79369,,LSO,Ground,2400,,,,,,,
79370,,LSO,Ground,2400,,,,,,,
79371,,LSO,Ground,2400,,,,,,,
79372,,LSO,Ground,2400,,,,,,,
79373,,LSO,Ground,2400,,,,,,,
79376,,LSO,Ground,2400,,,,,,,
79377,,LSO,Ground,2400,,,,,,,
79378,,LSO,Ground,2400,,,,,,,
79379,,LSO,Ground,2400,,,,,,,
79380,,LSO,Ground,2400,,,,,,,
79381,,LSO,Ground,2400,,,,,,,
79382,,LSO,Ecom,2400,,,,,,,
79383,,LSO,Ground,2400,,,,,,,
79401,,LSO,Ground,2400,,,,,,,
79402,,LSO,Ground,2400,,,,,,,
79403,,LSO,Ecom,2400,,,,,,,
79404,,LSO,Ecom,2400,,,,,,,
79405,,LSO,Ground,2400,,,,,,,
79406,,LSO,Ground,2400,,,,,,,
79407,,LSO,Ecom,2400,,,,,,,
79408,,LSO,Ground,2400,,,,,,,
79409,,LSO,Ground,2400,,,,,,,
79410,,LSO,Ground,2400,,,,,,,
79411,,LSO,Ground,2400,,,,,,,
79412,,LSO,Ecom,2400,,,,,,,
79413,,LSO,Ecom,2400,,,,,,,
79414,,LSO,Ecom,2400,,,,,,,
79415,,LSO,Ecom,2400,,,,,,,
79416,,LSO,Ecom,2400,,,,,,,
79423,,LSO,Ecom,2400,,,,,,,
79424,,LSO,Ecom,2400,,,,,,,
79430,,LSO,Ground,2400,,,,,,,
79452,,LSO,Ground,2400,,,,,,,
79453,,LSO,Ground,2400,,,,,,,
79457,,LSO,Ground,2400,,,,,,,
79464,,LSO,Ground,2400,,,,,,,
79489,,LSO,Ground,2400,,,,,,,
79490,,LSO,Ground,2400,,,,,,,
79491,,LSO,Ground,2400,,,,,,,
79493,,LSO,Ground,2400,,,,,,,
79499,,LSO,Ground,2400,,,,,,,
79501,,LSO,Ground,2400,,,,,,,
79502,,LSO,Ground,2400,,,,,,,
79503,,LSO,Ground,2400,,,,,,,
79504,,LSO,Ground,2400,,,,,,,
79505,,LSO,Ground,2400,,,,,,,
79506,,LSO,Ground,2400,,,,,,,
79508,,LSO,Ground,2400,,,,,,,
79510,,LSO,Ground,2400,,,,,,,
79511,,LSO,Ground,2400,,,,,,,
79512,,LSO,Ground,2400,,,,,,,
79516,,LSO,Ground,2400,,,,,,,
79517,,LSO,Ground,2400,,,,,,,
79518,,LSO,Ground,2400,,,,,,,
79519,,LSO,Ground,2400,,,,,,,
79520,,LSO,Ground,2400,,,,,,,
79521,,LSO,Ground,2400,,,,,,,
79525,,LSO,Ground,2400,,,,,,,
79526,,LSO,Ground,2400,,,,,,,
79527,,LSO,Ground,2400,,,,,,,
79528,,LSO,Ground,2400,,,,,,,
79529,,LSO,Ground,2400,,,,,,,
79530,,LSO,Ground,2400,,,,,,,
79532,,LSO,Ground,2400,,,,,,,
79533,,LSO,Ground,2400,,,,,,,
79534,,LSO,Ground,2400,,,,,,,
79535,,LSO,Ground,2400,,,,,,,
79536,,LSO,Ground,2400,,,,,,,
79537,,LSO,Ground,2400,,,,,,,
79538,,LSO,Ground,2400,,,,,,,
79539,,LSO,Ground,2400,,,,,,,
79540,,LSO,Ground,2400,,,,,,,
79541,,LSO,Ground,2400,,,,,,,
79543,,LSO,Ground,2400,,,,,,,
79544,,LSO,Ground,2400,,,,,,,
79545,,LSO,Ground,2400,,,,,,,
79546,,LSO,Ground,2400,,,,,,,
79547,,LSO,Ground,2400,,,,,,,
79548,,LSO,Ground,2400,,,,,,,
79549,,LSO,Ground,2400,,,,,,,
79550,,LSO,Ground,2400,,,,,,,
79553,,LSO,Ground,2400,,,,,,,
79556,,LSO,Ground,2400,,,,,,,
79560,,LSO,Ground,2400,,,,,,,
79561,,LSO,Ground,2400,,,,,,,
79562,,LSO,Ground,2400,,,,,,,
79563,,LSO,Ground,2400,,,,,,,
79565,,LSO,Ground,2400,,,,,,,
79566,,LSO,Ground,2400,,,,,,,
79567,,LSO,Ground,2400,,,,,,,
79601,,LSO,Ecom,2400,,,,,,,
79602,,LSO,Ecom,2400,,,,,,,
79603,,LSO,Ecom,2400,,,,,,,
79604,,LSO,Ground,2400,,,,,,,
79605,,LSO,Ecom,2400,,,,,,,
79606,,LSO,Ecom,2400,,,,,,,
79607,,LSO,Ground,2400,,,,,,,
79608,,LSO,Ground,2400,,,,,,,
79697,,LSO,Ground,2400,,,,,,,
79698,,LSO,Ground,2400,,,,,,,
79699,,LSO,Ground,2400,,,,,,,
79701,,LSO,Ecom,2400,,,,,,,
79702,,LSO,Ground,2400,,,,,,,
79703,,LSO,Ecom,2400,,,,,,,
79704,,LSO,Ground,2400,,,,,,,
79705,,LSO,Ecom,2400,,,,,,,
79706,,LSO,Ecom,2400,,,,,,,
79707,,LSO,Ecom,2400,,,,,,,
79708,,LSO,Ground,2400,,,,,,,
79710,,LSO,Ground,2400,,,,,,,
79711,,LSO,Ground,2400,,,,,,,
79712,,LSO,Ground,2400,,,,,,,
79713,,LSO,Ground,2400,,,,,,,
79714,,LSO,Ground,2400,,,,,,,
79718,,LSO,Ground,2400,,,,,,,
79719,,LSO,Ground,2400,,,,,,,
79720,,LSO,Ground,2400,,,,,,,
79721,,LSO,Ground,2400,,,,,,,
79730,,LSO,Ground,2400,,,,,,,
79731,,LSO,Ground,2400,,,,,,,
79733,,LSO,Ground,2400,,,,,,,
79734,,LSO,Ground,2400,,,,,,,
79735,,LSO,Ground,2400,,,,,,,
79738,,LSO,Ground,2400,,,,,,,
79739,,LSO,Ground,2400,,,,,,,
79740,,LSO,Ground,2400,,,,,,,
79741,,LSO,Ground,2400,,,,,,,
79742,,LSO,Ground,2400,,,,,,,
79743,,LSO,Ground,2400,,,,,,,
79744,,LSO,Ground,2400,,,,,,,
79745,,LSO,Ground,2400,,,,,,,
79748,,LSO,Ground,2400,,,,,,,
79749,,LSO,Ground,2400,,,,,,,
79752,,LSO,Ground,2400,,,,,,,
79754,,LSO,Ground,2400,,,,,,,
79755,,LSO,Ground,2400,,,,,,,
79756,,LSO,Ground,2400,,,,,,,
79758,,LSO,Ground,2400,,,,,,,
79759,,LSO,Ground,2400,,,,,,,
79760,,LSO,Ground,2400,,,,,,,
79761,,LSO,Ecom,2400,,,,,,,
79762,,LSO,Ecom,2400,,,,,,,
79763,,LSO,Ecom,2400,,,,,,,
79764,,LSO,Ecom,2400,,,,,,,
79765,,LSO,Ecom,2400,,,,,,,
79766,,LSO,Ground,2400,,,,,,,
79768,,LSO,Ground,2400,,,,,,,
79769,,LSO,Ground,2400,,,,,,,
79770,,LSO,Ground,2400,,,,,,,
79772,,LSO,Ground,2400,,,,,,,
79776,,LSO,Ground,2400,,,,,,,
79777,,LSO,Ground,2400,,,,,,,
79778,,LSO,Ground,2400,,,,,,,
79780,,LSO,Ground,2400,,,,,,,
79781,,LSO,Ground,2400,,,,,,,
79782,,LSO,Ground,2400,,,,,,,
79783,,LSO,Ground,2400,,,,,,,
79785,,LSO,Ground,2400,,,,,,,
79786,,LSO,Ground,2400,,,,,,,
79788,,LSO,Ground,2400,,,,,,,
79789,,LSO,Ground,2400,,,,,,,
79821,,LSO,Ground,2400,,,,,,,
79830,,LSO,Ground,2400,,,,,,,
79831,,LSO,Ground,2400,,,,,,,
79832,,LSO,Ground,2400,,,,,,,
79834,,LSO,Ground,2400,,,,,,,
79835,,LSO,Ecom,2400,,,,,,,
79836,,LSO,Ground,2400,,,,,,,
79837,,LSO,Ground,2400,,,,,,,
79838,,LSO,Ground,2400,,,,,,,
79839,,LSO,Ground,2400,,,,,,,
79842,,LSO,Ground,2400,,,,,,,
79843,,LSO,Ground,2400,,,,,,,
79845,,LSO,Ground,2400,,,,,,,
79846,,LSO,Ground,2400,,,,,,,
79847,,LSO,Ground,2400,,,,,,,
79848,,LSO,Ground,2400,,,,,,,
79849,,LSO,Ground,2400,,,,,,,
79851,,LSO,Ground,2400,,,,,,,
79852,,LSO,Ground,2400,,,,,,,
79853,,LSO,Ground,2400,,,,,,,
79854,,LSO,Ground,2400,,,,,,,
79855,,LSO,Ground,2400,,,,,,,
79901,,LSO,Ecom,2400,,,,,,,
79902,,LSO,Ecom,2400,,,,,,,
79903,,LSO,Ecom,2400,,,,,,,
79904,,LSO,Ecom,2400,,,,,,,
79905,,LSO,Ecom,2400,,,,,,,
79906,,LSO,Ecom,2400,,,,,,,
79907,,LSO,Ecom,2400,,,,,,,
79908,,LSO,Ecom,2400,,,,,,,
79910,,LSO,Ground,2400,,,,,,,
79911,,LSO,Ground,2400,,,,,,,
79912,,LSO,Ecom,2400,,,,,,,
79913,,LSO,Ground,2400,,,,,,,
79914,,LSO,Ground,2400,,,,,,,
79915,,LSO,Ecom,2400,,,,,,,
79916,,LSO,Ground,2400,,,,,,,
79917,,LSO,Ground,2400,,,,,,,
79918,,LSO,Ground,2400,,,,,,,
79920,,LSO,Ground,2400,,,,,,,
79922,,LSO,Ecom,2400,,,,,,,
79923,,LSO,Ground,2400,,,,,,,
79924,,LSO,Ecom,2400,,,,,,,
79925,,LSO,Ecom,2400,,,,,,,
79926,,LSO,Ground,2400,,,,,,,
79927,,LSO,Ecom,2400,,,,,,,
79928,,LSO,Ecom,2400,,,,,,,
79929,,LSO,Ground,2400,,,,,,,
79930,,LSO,Ecom,2400,,,,,,,
79931,,LSO,Ground,2400,,,,,,,
79932,,LSO,Ecom,2400,,,,,,,
79934,,LSO,Ecom,2400,,,,,,,
79935,,LSO,Ecom,2400,,,,,,,
79936,,LSO,Ecom,2400,,,,,,,
79937,,LSO,Ground,2400,,,,,,,
79938,,LSO,Ecom,2400,,,,,,,
79940,,LSO,Ground,2400,,,,,,,
79941,,LSO,Ground,2400,,,,,,,
79942,,LSO,Ground,2400,,,,,,,
79943,,LSO,Ground,2400,,,,,,,
79944,,LSO,Ground,2400,,,,,,,
79945,,LSO,Ground,2400,,,,,,,
79946,,LSO,Ground,2400,,,,,,,
79947,,LSO,Ground,2400,,,,,,,
79948,,LSO,Ground,2400,,,,,,,
79949,,LSO,Ground,2400,,,,,,,
79950,,LSO,Ground,2400,,,,,,,
79951,,LSO,Ground,2400,,,,,,,
79952,,LSO,Ground,2400,,,,,,,
79953,,LSO,Ground,2400,,,,,,,
79954,,LSO,Ground,2400,,,,,,,
79955,,LSO,Ground,2400,,,,,,,
79958,,LSO,Ground,2400,,,,,,,
79960,,LSO,Ground,2400,,,,,,,
79961,,LSO,Ground,2400,,,,,,,
79968,,LSO,Ground,2400,,,,,,,
79976,,LSO,Ground,2400,,,,,,,
79978,,LSO,Ground,2400,,,,,,,
79980,,LSO,Ground,2400,,,,,,,
79990,,LSO,Ground,2400,,,,,,,
79995,,LSO,Ground,2400,,,,,,,
79996,,LSO,Ground,2400,,,,,,,
79997,,LSO,Ground,2400,,,,,,,
79998,,LSO,Ground,2400,,,,,,,
79999,,LSO,Ground,2400,,,,,,,
88001,,LSO,Ground,2400,,,,,,,
88003,,LSO,Ground,2400,,,,,,,
88005,,LSO,Ground,2400,,,,,,,
88011,,LSO,Ground,2400,,,,,,,
88012,,LSO,Ground,2400,,,,,,,
88021,,LSO,Ground,2400,,,,,,,
88101,,LSO,Ground,2400,,,,,,,
88130,,LSO,Ground,2400,,,,,,,
88240,,LSO,Ground,2400,,,,,,,
88241,,LSO,Ground,2400,,,,,,,
